"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"7/02/2022","POS PURCH - DICK'S SPORTING  5941               TN NASHVILLE       DICK'S SPORTING #28US","POS PURCH - DICK'S SPORTING  5941               TN NASHVILLE       DICK'S SPORTING #28US","303.67","debit","Sporting Goods","Checking","",""
"7/02/2022","POS PURCH - Prime Video *OC5 5818               WA 888-802-3080    Prime Video *OC5L98US","POS PURCH - Prime Video *OC5 5818               WA 888-802-3080    Prime Video *OC5L98US","3.27","debit","Movies & DVDs","Checking","",""
"7/02/2022","POS PURCH - Prime Video *JA6 5818               WA 888-802-3080    Prime Video *JA62U9US","POS PURCH - Prime Video *JA6 5818               WA 888-802-3080    Prime Video *JA62U9US","2.18","debit","Movies & DVDs","Checking","",""
"7/02/2022","POS PURCH - FAHRENHEIT YOGA  7997               TN BRENTWOOD       FAHRENHEIT YOGA    US","POS PURCH - FAHRENHEIT YOGA  7997               TN BRENTWOOD       FAHRENHEIT YOGA    US","199.00","debit","Gym","Checking","Subscription",""
"7/01/2022","POS PURCH - CKO*Patreon* Mem 5815               CA 833-9728766     CKO*Patreon* MemberUS","POS PURCH - CKO*Patreon* Mem 5815               CA 833-9728766     CKO*Patreon* MemberUS","5.46","debit","Podcast","Checking","","MSSP"
"7/01/2022","POS PURCH - GOOGLE *CLOUD RF 7311               CA Mountain View   1600 Amphitheatre PUS","POS PURCH - GOOGLE *CLOUD RF 7311               CA Mountain View   1600 Amphitheatre PUS","0.01","debit","Entertainment","Checking","",""
"7/01/2022","POS PURCH - NORDSTROM #0759  5311               TN NASHVILLE       2130 ABBOTT MARTIN US","POS PURCH - NORDSTROM #0759  5311               TN NASHVILLE       2130 ABBOTT MARTIN US","15.29","debit","Clothing","Checking","",""
"7/01/2022","POS PURCH - CKO*Patreon* Mem 5815               CA 833-9728766     CKO*Patreon* MemberUS","POS PURCH - CKO*Patreon* Mem 5815               CA 833-9728766     CKO*Patreon* MemberUS","3.00","debit","Podcast","Checking","","MSSP"
"6/30/2022","DIVIDEND","DIVIDEND","1.55","credit","Investments","Savings","",""
"6/30/2022","DIVIDEND","DIVIDEND","0.84","credit","Investments","Savings","",""
"6/30/2022","ACH TRANS - HCA Corporate   ;063022;PR PAYMENT","ACH TRANS - HCA Corporate   ;063022;PR PAYMENT","3566.74","credit","Paycheck","Checking","",""
"6/29/2022","POS PURCH - SAMHARRIS.ORG    5734               CA 718-313-3586    SAMHARRIS.ORG      US","POS PURCH - SAMHARRIS.ORG    5734               CA 718-313-3586    SAMHARRIS.ORG      US","3.00","debit","Podcast","Checking","",""
"6/28/2022","POS PURCH - CUMBERLAND TRANS 5940               TN NASHVILLE       2807 W END AVE     US","POS PURCH - CUMBERLAND TRANS 5940               TN NASHVILLE       2807 W END AVE     US","61.17","debit","Sporting Goods","Checking","",""
"6/28/2022","POS PURCH - NIKE INC         5661               OR 503-671-6453    NIKE INC           US","POS PURCH - NIKE INC         5661               OR 503-671-6453    NIKE INC           US","93.25","debit","Clothing","Checking","",""
"6/28/2022","POS PURCH - HELP.HBOMAX.COM  5815               NY HTTPSHBOMAX.C   HELP.HBOMAX.COM    US","POS PURCH - HELP.HBOMAX.COM  5815               NY HTTPSHBOMAX.C   HELP.HBOMAX.COM    US","8.20","debit","Entertainment","Checking","",""
"6/27/2022","POS PURCH - TRADER JOE'S # 6 5411               TN NASHVILLE       TRADER JOE'S # 664 US","POS PURCH - TRADER JOE'S # 6 5411               TN NASHVILLE       TRADER JOE'S # 664 US","137.48","debit","Groceries","Checking","",""
"6/26/2022","POS PURCH - SQ *PORTLAND BRE 5814               TN Nashville       SQ *PORTLAND BREW CUS","POS PURCH - SQ *PORTLAND BRE 5814               TN Nashville       SQ *PORTLAND BREW CUS","2.84","debit","Coffee Shops","Checking","",""
"6/26/2022","POS PURCH - APPLE COM        4899               CA CUPERTINO       ONE APPLE PARK WAY US","POS PURCH - APPLE COM        4899               CA CUPERTINO       ONE APPLE PARK WAY US","0.99","debit","Electronics & Software","Checking","",""
"6/26/2022","POS PURCH - CITY LIMITS      5812               TN NASHVILLE       CITY LIMITS        US","POS PURCH - CITY LIMITS      5812               TN NASHVILLE       CITY LIMITS        US","4.10","debit","Restaurants","Checking","",""
"6/25/2022","POS PURCH - MARKET FRESH PRO 6012               TN FOREST HILLS    MARKET FRESH PRO   US","POS PURCH - MARKET FRESH PRO 6012               TN FOREST HILLS    MARKET FRESH PRO   US","14.37","debit","Groceries","Checking","",""
"6/25/2022","POS PURCH - SHELL SERVICE ST 5542               TN NASHVILLE       SHELL SERVICE STATIUS","POS PURCH - SHELL SERVICE ST 5542               TN NASHVILLE       SHELL SERVICE STATIUS","72.61","debit","Gas & Fuel","Checking","",""
"6/24/2022","POS PURCH - SOUTHWES    5262 3066               TX 800-435-9792    SOUTHWES    5262134US","POS PURCH - SOUTHWES    5262 3066               TX 800-435-9792    SOUTHWES    5262134US","316.97","debit","Air Travel","Checking","",""
"6/23/2022","POS PURCH - STUBHUB, INC.    7922               CA 866-788-2482    STUBHUB  INC.      US","POS PURCH - STUBHUB, INC.    7922               CA 866-788-2482    STUBHUB  INC.      US","87.56","debit","Entertainment","Checking","",""
"6/23/2022","POS PURCH - TST* FAT BOTTOM  5813               TN NASHVILLE       TST* FAT BOTTOM BREUS","POS PURCH - TST* FAT BOTTOM  5813               TN NASHVILLE       TST* FAT BOTTOM BREUS","26.51","debit","Restaurants","Checking","",""
"6/23/2022","POS PURCH - SQ *STAR BAGEL C 5812               TN Nashville       SQ *STAR BAGEL CAFEUS","POS PURCH - SQ *STAR BAGEL C 5812               TN Nashville       SQ *STAR BAGEL CAFEUS","10.00","debit","Fast Food","Checking","",""
"6/23/2022","ACH TRANS - NES POWER       ;062222;UTILITY","ACH TRANS - NES POWER       ;062222;UTILITY","87.00","debit","Utilities","Checking","",""
"6/23/2022","ACH TRANS - NES POWER       ;062222;UTILITY","ACH TRANS - NES POWER       ;062222;UTILITY","66.00","debit","Utilities","Checking","",""
"6/22/2022","POS PURCH - FLEET FEET SPORT 5661               TN NASHVILLE       FLEET FEET SPORTS NUS","POS PURCH - FLEET FEET SPORT 5661               TN NASHVILLE       FLEET FEET SPORTS NUS","90.68","debit","Clothing","Checking","",""
"6/22/2022","POS PURCH - APPLE.COM/BILL   5735               CA 866-712-7753    APPLE.COM/BILL     US","POS PURCH - APPLE.COM/BILL   5735               CA 866-712-7753    APPLE.COM/BILL     US","32.76","debit","Electronics & Software","Checking","",""
"6/21/2022","TOTAL FEES FOR THIS PERIOD","TOTAL FEES FOR THIS PERIOD","0.00","credit","Bank Fee","CreditCard ","",""
"6/21/2022","TOTAL INTEREST FOR THIS PERIOD","TOTAL INTEREST FOR THIS PERIOD","0.00","credit","Finance Charge","CreditCard ","",""
"6/21/2022","POS PURCH - SQ *STAR BAGEL C 5812               TN Nashville       SQ *STAR BAGEL CAFEUS","POS PURCH - SQ *STAR BAGEL C 5812               TN Nashville       SQ *STAR BAGEL CAFEUS","3.00","debit","Fast Food","Checking","",""
"6/21/2022","POS PURCH - 11901-TN HILL CE 5691               TN NASHVILLE       4015 HILLSBORO PIKEUS","POS PURCH - 11901-TN HILL CE 5691               TN NASHVILLE       4015 HILLSBORO PIKEUS","96.14","debit","Restaurants","Checking","",""
"6/20/2022","POS PURCH - TRADER JOE'S #73 5411               TN BELLE MEADE     90 WHITE BRIDGE RD US","POS PURCH - TRADER JOE'S #73 5411               TN BELLE MEADE     90 WHITE BRIDGE RD US","93.04","debit","Groceries","Checking","",""
"6/20/2022","POS PURCH - APPLE COM BILL   4899               CA CUPERTINO       ONE APPLE PARK WAY US","POS PURCH - APPLE COM BILL   4899               CA CUPERTINO       ONE APPLE PARK WAY US","5.45","debit","Electronics & Software","Checking","",""
"6/19/2022","PARKING MANAGEMENT CO. NASHVILLE TN","PARKING MANAGEMENT CO. NASHVILLE TN","17.48","debit","Parking","CreditCard ","",""
"6/19/2022","POS PURCH - CITY LIMITS      5812               TN NASHVILLE       CITY LIMITS        US","POS PURCH - CITY LIMITS      5812               TN NASHVILLE       CITY LIMITS        US","4.10","debit","Restaurants","Checking","",""
"6/15/2022","POS PURCH - SQ *THREE BROTHE 5814               TN Nashville       SQ *THREE BROTHERS US","POS PURCH - SQ *THREE BROTHE 5814               TN Nashville       SQ *THREE BROTHERS US","7.10","debit","Mobile Phone","Checking","",""
"6/15/2022","POS PURCH - HOS CORP AMER    5814               TN NASHVILLE       HOS CORP AMER      US","POS PURCH - HOS CORP AMER    5814               TN NASHVILLE       HOS CORP AMER      US","6.73","debit","HCA Cafe","Checking","",""
"6/15/2022","POS PURCH - Scouts Barbersho 7230               TN NASHVILLE       Scouts Barbershop SUS","POS PURCH - Scouts Barbersho 7230               TN NASHVILLE       Scouts Barbershop SUS","45.00","debit","Hair","Checking","",""
"6/14/2022","POS PURCH - PENDLETON USACOM 5699               OR 877-996-6599    PENDLETON USACOM   US","POS PURCH - PENDLETON USACOM 5699               OR 877-996-6599    PENDLETON USACOM   US","140.93","debit","Auto Insurance","Checking","",""
"6/14/2022","POS PURCH - SQ *STAR BAGEL C 5812               TN Nashville       SQ *STAR BAGEL CAFEUS","POS PURCH - SQ *STAR BAGEL C 5812               TN Nashville       SQ *STAR BAGEL CAFEUS","3.50","debit","Fast Food","Checking","",""
"6/14/2022","POS PURCH - TFK NASHVILLE    5812               TN NASHVILLE       TFK NASHVILLE      US","POS PURCH - TFK NASHVILLE    5812               TN NASHVILLE       TFK NASHVILLE      US","29.86","debit","Restaurants","Checking","",""
"6/13/2022","POS PURCH - CITY LIMITS      5812               TN NASHVILLE       CITY LIMITS        US","POS PURCH - CITY LIMITS      5812               TN NASHVILLE       CITY LIMITS        US","4.10","debit","Restaurants","Checking","",""
"6/13/2022","POS PURCH - HART ACE HDWE    5251               TN NASHVILLE       HART ACE HDWE      US","POS PURCH - HART ACE HDWE    5251               TN NASHVILLE       HART ACE HDWE      US","43.66","debit","Home Improvement","Checking","",""
"6/12/2022","POS PURCH - CITY LIMITS      5812               TN NASHVILLE       CITY LIMITS        US","POS PURCH - CITY LIMITS      5812               TN NASHVILLE       CITY LIMITS        US","4.10","debit","Restaurants","Checking","",""
"6/12/2022","POS PURCH - TRADER JOE'S #73 5411               TN BELLE MEADE     90 WHITE BRIDGE RD US","POS PURCH - TRADER JOE'S #73 5411               TN BELLE MEADE     90 WHITE BRIDGE RD US","99.09","debit","Groceries","Checking","",""
"6/11/2022","POS PURCH - SP THE PEACH TRU 7991               TN 615-9134225     SP THE PEACH TRUCK US","POS PURCH - SP THE PEACH TRU 7991               TN 615-9134225     SP THE PEACH TRUCK US","10.63","debit","Groceries","Checking","",""
"6/11/2022","POS PURCH - MAPCO EXPRESS #3 5542               TN NASHVILLE       4314 HARDING RD    US","POS PURCH - MAPCO EXPRESS #3 5542               TN NASHVILLE       4314 HARDING RD    US","21.98","debit","Gas & Fuel","Checking","",""
"6/11/2022","POS PURCH - WWW.CLARKSUSA.CO 5661               MA 617-796-5061    WWW.CLARKSUSA.COM #US","POS PURCH - WWW.CLARKSUSA.CO 5661               MA 617-796-5061    WWW.CLARKSUSA.COM #US","163.88","debit","Clothing","Checking","",""
"6/10/2022","POS PURCH - APPLE.COM/BILL   5735               CA 866-712-7753    APPLE.COM/BILL     US","POS PURCH - APPLE.COM/BILL   5735               CA 866-712-7753    APPLE.COM/BILL     US","5.46","debit","Electronics & Software","Checking","",""
"6/10/2022","POS PURCH - HOS CORP AMER    5814               TN NASHVILLE       HOS CORP AMER      US","POS PURCH - HOS CORP AMER    5814               TN NASHVILLE       HOS CORP AMER      US","10.14","debit","HCA Cafe","Checking","",""
"6/09/2022","POS PURCH - IROQUOIS FAMILY  8021               TN NASHVILLE       IROQUOIS FAMILY DENUS","POS PURCH - IROQUOIS FAMILY  8021               TN NASHVILLE       IROQUOIS FAMILY DENUS","93.20","debit","Dentist","Checking","",""
"6/09/2022","POS PURCH - BRUEGGERS 3758   5812               TN NASHVILLE       BRUEGGERS 3758     US","POS PURCH - BRUEGGERS 3758   5812               TN NASHVILLE       BRUEGGERS 3758     US","7.62","debit","Restaurants","Checking","",""
"6/08/2022","POS PURCH - NASHVILLE SKIN A 8011               TN NASHVILLE       NASHVILLE SKIN AND US","POS PURCH - NASHVILLE SKIN A 8011               TN NASHVILLE       NASHVILLE SKIN AND US","29.34","debit","Doctor","Checking","",""
"6/08/2022","POS PURCH - BAJA BURRITO     5812               TN NASHVILLE       BAJA BURRITO       US","POS PURCH - BAJA BURRITO     5812               TN NASHVILLE       BAJA BURRITO       US","26.48","debit","Restaurants","Checking","",""
"6/08/2022","POS PURCH - APPLE.COM/BILL   5735               CA 866-712-7753    APPLE.COM/BILL     US","POS PURCH - APPLE.COM/BILL   5735               CA 866-712-7753    APPLE.COM/BILL     US","27.30","debit","Electronics & Software","Checking","",""
"6/08/2022","POS PURCH - HOS CORP AMER    5814               TN NASHVILLE       HOS CORP AMER      US","POS PURCH - HOS CORP AMER    5814               TN NASHVILLE       HOS CORP AMER      US","6.09","debit","HCA Cafe","Checking","",""
"6/08/2022","ACH TRANS - S00249459530041 ;060722;XFER","ACH TRANS - S00249459530041 ;060722;XFER","443.18","credit","Transfer","Checking","",""
"6/07/2022","POS PURCH - KROGER #567      5411               TN NASHVILLE       2201 21ST AVE. S   US","POS PURCH - KROGER #567      5411               TN NASHVILLE       2201 21ST AVE. S   US","43.50","debit","Groceries","Checking","",""
"6/07/2022","POS PURCH - CIRCLE K # 3680  5542               TN NASHVILLE       2001 BELMONT BLVD  US","POS PURCH - CIRCLE K # 3680  5542               TN NASHVILLE       2001 BELMONT BLVD  US","56.51","debit","Gas & Fuel","Checking","",""
"6/07/2022","POS PURCH - WALGREENS STORE  5912               TN NASHVILLE       WALGREENS STORE 530US","POS PURCH - WALGREENS STORE  5912               TN NASHVILLE       WALGREENS STORE 530US","14.63","debit","Pharmacy","Checking","",""
"6/07/2022","POS PURCH - BAR TACO 12 SOUT 5812               TN 615-2698226     BAR TACO 12 SOUTH OUS","POS PURCH - BAR TACO 12 SOUT 5812               TN 615-2698226     BAR TACO 12 SOUTH OUS","21.84","debit","Restaurants","Checking","",""
"6/07/2022","POS PURCH - LEE COMPANY INC  1711               TN FRANKLIN        LEE COMPANY INC    US","POS PURCH - LEE COMPANY INC  1711               TN FRANKLIN        LEE COMPANY INC    US","443.18","debit","Home","Checking","",""
"6/06/2022","POS PURCH - CITY LIMITS      5812               TN NASHVILLE       CITY LIMITS        US","POS PURCH - CITY LIMITS      5812               TN NASHVILLE       CITY LIMITS        US","3.55","debit","Restaurants","Checking","",""
"6/05/2022","POS PURCH - TST* Frothy Monk 5812               TN Nashville       TST* Frothy Monkey US","POS PURCH - TST* Frothy Monk 5812               TN Nashville       TST* Frothy Monkey US","10.44","debit","Coffee Shops","Checking","",""
"6/05/2022","POS PURCH - HART ACE HDWE    5251               TN NASHVILLE       HART ACE HDWE      US","POS PURCH - HART ACE HDWE    5251               TN NASHVILLE       HART ACE HDWE      US","34.59","debit","Home Improvement","Checking","",""
"6/05/2022","POS PURCH - SQ *MARTIN'S BAR 5812               TN Nashville       SQ *MARTIN'S BAR-B-US","POS PURCH - SQ *MARTIN'S BAR 5812               TN Nashville       SQ *MARTIN'S BAR-B-US","8.51","debit","Restaurants","Checking","",""
"6/05/2022","POS PURCH - TST* Pastaria -  5812               MO BOSTON          TST* Pastaria - NasUS","POS PURCH - TST* Pastaria -  5812               MO BOSTON          TST* Pastaria - NasUS","54.39","debit","Restaurants","Checking","",""
"6/05/2022","POS PURCH - SQ *GOOD GRACIOU 5411               TN Nashville       SQ *GOOD GRACIOUS  US","POS PURCH - SQ *GOOD GRACIOU 5411               TN Nashville       SQ *GOOD GRACIOUS  US","14.86","debit","Restaurants","Checking","",""
"6/05/2022","POS PURCH - TRADER JOE'S # 6 5411               TN NASHVILLE       TRADER JOE'S # 664 US","POS PURCH - TRADER JOE'S # 6 5411               TN NASHVILLE       TRADER JOE'S # 664 US","41.80","debit","Groceries","Checking","",""
"6/04/2022","POS PURCH - WALGREENS STORE  5912               TN NASHVILLE       WALGREENS STORE 530US","POS PURCH - WALGREENS STORE  5912               TN NASHVILLE       WALGREENS STORE 530US","40.25","debit","Pharmacy","Checking","",""
"6/03/2022","POS PURCH -        SpotifyUS 4899               NY        New York        SpotifyUS   US","POS PURCH -        SpotifyUS 4899               NY        New York        SpotifyUS   US","10.94","debit","Music","Checking","",""
"6/03/2022","POS PURCH - MACY'S      797  5311               TN NASHVILLE       3813 HILLSBORO     US","POS PURCH - MACY'S      797  5311               TN NASHVILLE       3813 HILLSBORO     US","66.00","debit","Clothing","Checking","",""
"6/03/2022","POS PURCH - MILLENNIA        8099               NC RALEIGH         MILLENNIA          US","POS PURCH - MILLENNIA        8099               NC RALEIGH         MILLENNIA          US","343.01","debit","Doctor","Checking","",""
"6/03/2022","ACH TRANS - USAA P&C        ;060222;AUTOPAY","ACH TRANS - USAA P&C        ;060222;AUTOPAY","118.24","debit","Auto Insurance","Checking","",""
"6/03/2022","ACH TRANS - ALLIANT CU      ;060122;XFER","ACH TRANS - ALLIANT CU      ;060122;XFER","900.00","debit","Mortgage & Rent","Checking","",""
"6/02/2022","POS PURCH - HOS CORP AMER    5814               TN NASHVILLE       HOS CORP AMER      US","POS PURCH - HOS CORP AMER    5814               TN NASHVILLE       HOS CORP AMER      US","7.17","debit","HCA Cafe","Checking","",""
"6/01/2022","POS PURCH - SQ *STAR BAGEL C 5812               TN Nashville       SQ *STAR BAGEL CAFEUS","POS PURCH - SQ *STAR BAGEL C 5812               TN Nashville       SQ *STAR BAGEL CAFEUS","3.00","debit","Fast Food","Checking","",""
